student,semester,course,period
33272,Spring,PhyEd 714S,M4
33272,Fall,PhyEd 718F,T4
33272,Winter,PhyEd 718W,T4
33272,Spring,PhyEd 718S,T4
33273,Winter,English 211,M2
33273,Winter,Biology 330,M3
33273,Spring,Chem 230,M1
33273,Spring,Econ 201,M2
33273,Spring,History 300,T3
33273,Spring,Portuguese 322,M3
33273,Fall,Biology 215,T1
33273,Winter,Chem 200,T3
33273,Fall,EngrMech 220,T3
33273,Winter,Law 220,M1
33273,Fall,PolSci 211,M2
33273,Fall,Portuguese 321,M3
33273,Fall,PhyEd 714F,M4
33273,Winter,PhyEd 714W,M4
33273,Spring,PhyEd 714S,M4
33273,Fall,PhyEd 718F,T4
33273,Winter,PhyEd 718W,T4
33273,Spring,PhyEd 718S,T4
32897,Winter,Biology 215,M1
32897,Winter,ECE 315,T2
32897,Fall,History 300,T1
32897,Winter,Mgt 337,T1
32897,Spring,Mgt 342,M3
32897,Spring,Mgt 375,M4
32897,Fall,AeroEngr 315,T3
32897,Spring,Math 300,T2
32897,Fall,Mgt 303,M3
32897,Fall,Mgt 341,T4
32897,Winter,Mgt 345,M3
32897,Fall,PhyEd 700F,T2
32897,Spring,PhyEd 700S,M2
34705,Spring,BehSci 110,M2
34705,Fall,CompSci 110,M2
34705,Winter,French 322,T2
34705,Fall,Math 142,T4
34705,Spring,Physics 110,T1
34705,Fall,ReadStrat 103,T1
34705,Winter,Chem 100,M3
34705,Spring,English 111,M3
34705,Fall,French 321,M3
34705,Spring,History 100,T3
34705,Winter,Math 141,T4
34705,Fall,PhyEd 700F,M4
34705,Winter,PhyEd 700W,M1
34706,Fall,BehSci 110,T4
34706,Fall,CompSci 110,T1
34706,Winter,Japanese 132,M2
34706,Spring,Math 142,M3
34706,Spring,Physics 110,T3
34706,Fall,Chem 100,M3
34706,Winter,English 111,T1
34706,Spring,History 100,T2
34706,Fall,Japanese 131,T3
34706,Winter,Math 141,T2
34706,Winter,ReadStrat 103,M3
34706,Winter,PhyEd 700W,M4
34706,Spring,PhyEd 700S,M2
35477,Fall,ECE 210,M2
35477,Spring,Econ 201,M1
35477,Fall,English 111,M3
35477,Winter,EngrMech 220,M2
35477,Winter,Math 245,T3
35477,Spring,PolSci 211,T3
35477,Winter,BehSci 110,T1
35477,Spring,Chem 200,T1
35477,Fall,CompSci 110,T1
35477,Winter,History 100,T2
35477,Winter,Math 253,M3
35477,Fall,ReadStrat 103,M1
35477,Fall,PhyEd 714F,M4
35477,Winter,PhyEd 714W,M4
35477,Spring,PhyEd 714S,M4
35477,Fall,PhyEd 718F,T4
35477,Winter,PhyEd 718W,T4
35477,Spring,PhyEd 718S,T4
33274,Spring,EngrMech 220,T2
33274,Winter,History 300,M1
33274,Winter,Math 300,T3
33274,Winter,PolSci 390,M3
33274,Winter,SocSci 212,T1
33274,Spring,Chem 200,M3
33274,Fall,Econ 201,M4
33274,Winter,English 211,M2
33274,Fall,Law 220,T1
33274,Fall,MSS 251,T3
33274,Fall,PhyEd 700F,M3
33274,Spring,PhyEd 700S,T3
33275,Spring,English 211,T4
33275,Fall,EngrMech 220,M2
33275,Winter,Geo 250,T2
33275,Spring,Geo 340,M3
33275,Winter,Law 220,M2
33275,Fall,Math 300,M3
33275,Spring,Chem 200,M1
33275,Spring,Econ 201,M4
33275,Fall,Geo 310,M1
33275,Winter,MSS 251,T3
33275,Fall,PhyEd 700F,T2
33275,Winter,PhyEd 700W,M1
33276,Winter,Econ 332,M4
33276,Fall,EngrMech 220,T2
33276,Winter,History 300,M2
33276,Fall,MSS 251,M1
33276,Winter,OpsRsch 310,T1
33276,Spring,Chem 200,M1
33276,Winter,English 211,M1
33276,Spring,Law 220,T1
33276,Fall,Physics 110,M3
33276,Spring,PolSci 211,M4
33276,Winter,PhyEd 700W,M3
33276,Spring,PhyEd 700S,M3
34708,Fall,BehSci 110,M2
34708,Spring,Chem 200,T3
34708,Winter,CompSci 110,T2
34708,Fall,English 111,M3
34708,Winter,German 132,M3
34708,Winter,Chem 100,M1
34708,Spring,German 131,T1
34708,Spring,History 100,T2
34708,Winter,Math 152,T1
34708,Fall,Physics 110,T3
34708,Fall,ReadStrat 103,M1
34708,Fall,PhyEd 700F,T4
34708,Spring,PhyEd 700S,M1
33277,Winter,Biology 330,T1
33277,Spring,EngrMech 220,T1
33277,Fall,History 300,T4
33277,Spring,MSS 251,M3
33277,Fall,PolSci 211,M4
33277,Fall,Chem 222,M1
33277,Winter,Chem 233,M2
33277,Fall,Econ 201,T1
33277,Winter,English 211,M3
33277,Winter,Law 220,T4
33277,Spring,Physics 215,T3
33277,Fall,PhyEd 700F,M3
33277,Winter,PhyEd 700W,T3
34709,Fall,Chem 100,M3
34709,Spring,French 132,M3
34709,Winter,History 100,M2
34709,Spring,Math 141,T1
34709,Winter,PolSci 211,M3
34709,Spring,BehSci 110,T2
34709,Winter,CompSci 110,M4
34709,Fall,English 111,M2
34709,Fall,French 131,M1
34709,Spring,Math 141,T3
34709,Winter,PhyEd 700W,T2
34709,Spring,PhyEd 700S,M1
35281,Winter,BehSci 110,M2
35281,Fall,CompSci 110,T3
35281,Winter,English 111,T3
35281,Fall,German 132,T1
35281,Spring,Math 142,M3
35281,Winter,Physics 110,T1
35281,Spring,Chem 100,M1
35281,Winter,German 131,M3
35281,Fall,History 100,M1
35281,Spring,Math 141,T2
35281,Fall,ReadStrat 103,T2
35281,Fall,PhyEd 700F,M3
35281,Spring,PhyEd 700S,M2
34257,Winter,AeroEngr 315,T2
34257,Fall,Econ 201,T2
34257,Spring,History 300,M1
34257,Fall,MSS 251,M3
34257,Spring,OpsRsch 310,T4
34257,Spring,English 211,M2
34257,Winter,EngrMech 220,T4
34257,Spring,Law 220,M3
34257,Winter,Physics 215,M1
34257,Fall,PolSci 211,M2
34257,Fall,PhyEd 714F,M4
34257,Winter,PhyEd 714W,M4
34257,Spring,PhyEd 714S,M4
34257,Fall,PhyEd 715F,T1
34257,Winter,PhyEd 715W,T1
34257,Spring,PhyEd 715S,T1
35507,Spring,Chem 100,T3
35507,Spring,English 111,M4
35507,Fall,Japanese 132,M1
35507,Fall,Math 142,M3
35507,Winter,Physics 110,M1
35507,Fall,BehSci 110,M2
35507,Winter,CompSci 110,M3
35507,Winter,History 100,T3
35507,Spring,Japanese 131,M2
35507,Spring,Math 141,T1
35507,Fall,ReadStrat 103,T3
35507,Fall,PhyEd 700F,T4
35507,Winter,PhyEd 700W,T4
34040,Winter,AeroEngr 210,T2
34040,Spring,AeroEngr 241,T1
34040,Spring,AeroEngr 495,M3
34040,Fall,Chem 200,M1
34040,Fall,CompSci 206,M2
34040,Fall,Econ 201,M3
34040,Winter,EngrMech 220,M1
34040,Winter,EngrMech 330,T1
34040,Spring,Math 245,M4
34040,Winter,MSS 251,T3
34040,Fall,Philos 310,T2
34040,Spring,PolSci 211,T3
34040,Winter,PhyEd 700W,M3
34040,Spring,PhyEd 700S,T2
33278,Winter,English 211,T1
33278,Fall,EngrMech 220,M3
33278,Fall,History 300,M2
33278,Fall,Philos 310,M4
33278,Winter,SocSci 212,M3
33278,Winter,Chem 200,M1
33278,Spring,Econ 201,M2
33278,Winter,Law 220,M4
33278,Spring,MSS 251,T3
33278,Fall,PolSci 211,M1
33278,Fall,PhyEd 700F,T4
33278,Spring,PhyEd 700S,T4
32046,Spring,AeroEngr 315,T1
32046,Fall,French 322,M2
32046,Winter,Geo 250,T1
32046,Spring,History 347,T2
32046,Spring,Math 300,T3
32046,Fall,Russian 322,T2
32046,Winter,ECE 315,M3
32046,Fall,EngrMech 220,T1
32046,Winter,French 321,T3
32046,Spring,History 300,T4
32046,Winter,MSS 362,T2
32046,Fall,MSS 451,M1
32046,Spring,Russian 321,M2
32046,Fall,PhyEd 700F,M3
32046,Winter,PhyEd 700W,T4
31756,Winter,AeroEngr 315,T1
31756,Spring,History 394,M3
31756,Spring,Math 300,T2
31756,Winter,Meteor 320,M3
31756,Winter,Philos 310,M2
31756,Fall,Biology 215,M1
31756,Spring,ECE 315,T3
31756,Fall,History 300,T4
31756,Fall,History 339,T3
31756,Winter,History 370,T3
31756,Winter,PhyEd 700W,T4
31756,Spring,PhyEd 700S,M4
31757,Spring,Biology 331,M3
31757,Winter,Biology 332,M2
31757,Spring,Chem 434,M2
31757,Fall,ECE 315,M4
31757,Winter,Philos 310,M4
31757,Spring,AeroEngr 315,T1
31757,Winter,Biology 330,M1
31757,Fall,Biology 360,T3
31757,Fall,Biology 363,M1
31757,Winter,Biology 380,M3
31757,Fall,PhyEd 700F,T4
31757,Spring,PhyEd 700S,T3
33279,Spring,AeroEngr 241,T2
33279,Fall,AstroEngr 201,T2
33279,Spring,AstroEngr 310,M2
33279,Winter,EngrMech 320,M1
33279,Winter,German 222,T2
33279,Spring,MSS 251,T1
33279,Fall,Chem 200,T3
33279,Fall,ECE 315,M2
33279,Spring,German 221,M3
33279,Winter,Math 243,M3
33279,Winter,PolSci 211,T3
33279,Fall,PhyEd 700F,T4
33279,Winter,PhyEd 700W,M2
32388,Spring,AeroEngr 315,M3
32388,Winter,Biology 215,M1
32388,,Chinese 322,
32388,Winter,Econ 374,M3
32388,Spring,PolSci 394,M2
32388,Fall,Chinese 321,T3
32388,Fall,ECE 315,T2
32388,Fall,History 342,M3
32388,Spring,Math 300,T1
32388,Fall,PolSci 300,M1
32388,Winter,PhyEd 700W,T3
32388,Spring,PhyEd 700S,M1
32677,Spring,AstroEngr 310,M2
32677,Winter,Biology 215,T1
32677,Winter,English 353,M3
32677,Spring,English 390,T3
32677,Spring,German 495,M3
32677,Winter,Philos 330,M2
32677,Fall,AeroEngr 315,M1
32677,Fall,English 343,T3
32677,Fall,English 366,M3
32677,Fall,German 365,M2
32677,Spring,Philos 310,M4
32677,Winter,PolSci 211,T4
32677,Fall,PhyEd 700F,T2
32677,Spring,PhyEd 700S,T4
33280,Fall,ECE 315,T4
33280,Winter,Econ 332,M2
33280,Spring,EngrMech 220,M2
33280,Spring,German 495,M3
33280,Winter,Law 220,T2
33280,Fall,OpsRsch 310,T1
33280,Spring,Chem 200,T1
33280,Fall,English 211,M4
33280,Fall,German 365,M2
33280,Winter,MSS 251,M1
33280,Spring,PolSci 211,T3
33280,Fall,PhyEd 700F,T2
33280,Winter,PhyEd 700W,T1
35508,Fall,Chem 100,T3
35508,Winter,Econ 201,T4
35508,Winter,English 111,T3
35508,Winter,MSS 251,T1
35508,Spring,BehSci 110,T2
35508,Spring,CompSci 110,T3
35508,Fall,French 131,M1
35508,Fall,History 100,T2
35508,Spring,Math 152,T1
35508,Fall,ReadStrat 103,M2
35508,Winter,PhyEd 700W,M1
35508,Spring,PhyEd 700S,M2
35406,Spring,CompSci 110,T1
35406,Fall,English 111,M2
35406,Fall,Physics 110,T1
35406,Spring,PolSci 211,T2
35406,Spring,Russian 132,T3
35406,Winter,BehSci 110,M1
35406,Winter,Chem 200,T3
35406,Winter,History 100,M3
35406,Winter,Math 152,M2
35406,Fall,Russian 131,M3
35406,Fall,PhyEd 700F,T3
35406,Spring,PhyEd 700S,M3
32899,Fall,ECE 315,M1
32899,Spring,Math 300,T2
32899,Winter,Mgt 337,M1
32899,Spring,Mgt 342,M1
32899,Spring,Mgt 375,T1
32899,Spring,AeroEngr 315,M2
32899,Fall,Mgt 303,T1
32899,Fall,Mgt 341,M2
32899,Winter,Mgt 345,T3
32899,Winter,Mgt 382,M2
32899,Fall,PhyEd 700F,M4
32899,Winter,PhyEd 700W,T4
33281,Fall,AeroEngr 315,M2
33281,Fall,ECE 315,M4
33281,Fall,EngrMech 220,M1
33281,Spring,Law 220,T4
33281,Spring,Physics 264,T2
33281,Spring,Physics 354,T3
33281,Winter,Chem 200,M3
33281,Winter,English 211,T3
33281,Winter,Math 346,T2
33281,Fall,MSS 251,T3
33281,Fall,Physics 310,M3
33281,Spring,PolSci 211,T1
33281,Winter,PhyEd 700W,T1
33281,Spring,PhyEd 700S,M2
34710,Fall,Arabic 132,T4
34710,Winter,Chem 100,T3
34710,Winter,History 100,T1
34710,Spring,LearnStrat 102,M2
34710,Fall,Math 142,T2
34710,Fall,Physics 110,T3
34710,Winter,Arabic 131,M3
34710,Fall,BehSci 110,M2
34710,Spring,CompSci 110,T2
34710,Spring,English 111,M4
34710,Spring,Math 141,T3
34710,Winter,ReadStrat 103,M4
34710,Fall,PhyEd 700F,M3
34710,Spring,PhyEd 700S,M3
32180,Winter,AeroEngr 342,M1
32180,Winter,AeroEngr 352,T4
32180,Spring,AeroEngr 361,M3
32180,Fall,EngrMech 320,T2
32180,Fall,Math 356,M2
32180,Fall,AeroEngr 341,M3
32180,Winter,AeroEngr 351,M3
32180,Spring,Biology 215,T3
32180,Spring,Econ 201,T1
32180,Spring,EngrMech 330,T2
32180,Fall,Math 346,T3
32180,Fall,PhyEd 700F,M1
32180,Winter,PhyEd 700W,M4
34711,Spring,BehSci 110,M4
34711,Winter,Chinese 132,M2
34711,Winter,CompSci 110,M4
34711,Winter,Econ 201,M1
34711,Fall,Physics 110,M1
34711,Spring,Chem 100,T3
34711,Fall,Chinese 131,T4
34711,Fall,English 111,M3
34711,Spring,History 100,M2
34711,Fall,Math 152,T1
34711,Winter,ReadStrat 103,T2
34711,Winter,PhyEd 700W,T4
34711,Spring,PhyEd 700S,T1
33282,Fall,Chem 200,M1
33282,Spring,EngrMech 220,T1
33282,Fall,French 222,M3
33282,Winter,Geo 250,M1
33282,Fall,Law 220,T3
33282,Winter,SocSci 212,T3
33282,Fall,Econ 201,T1
33282,Spring,English 211,M3
33282,Winter,French 221,M3
33282,Spring,MSS 251,M1
33282,Winter,PolSci 211,M2
33282,Fall,PhyEd 714F,M4
33282,Winter,PhyEd 714W,M4
33282,Spring,PhyEd 714S,M4
33282,Fall,PhyEd 718F,T4
33282,Winter,PhyEd 718W,T4
33282,Spring,PhyEd 718S,T4
32900,Fall,Biology 215,T3
32900,Fall,ECE 315,T2
32900,Fall,Geo 310,T1
32900,Winter,MSS 367,M2
32900,Spring,MSS 371,T2
32900,Spring,MSS 491,T3
32900,Winter,AeroEngr 315,T4
32900,Winter,Math 300,M3
32900,Winter,MSS 362,T3
32900,Winter,MSS 494,T2
32900,Spring,Philos 310,M4
32900,Spring,Philos 311,M2
32900,Fall,PhyEd 700F,M2
32900,Spring,PhyEd 700S,T4
32512,Winter,AstroEngr 310,M3
32512,,EngrMech 340,
32512,Winter,Math 356,M2
32512,Winter,MechEngr 325,T2
32512,Spring,MechEngr 341,M3
32512,Spring,MechEngr 370,M2
32512,Fall,AeroEngr 315,M1
32512,Spring,Biology 215,T3
32512,Fall,ECE 495,T2
32512,Winter,History 300,M4
32512,Fall,MechEngr 312,M3
32512,Fall,PhyEd 700F,T1
32512,Winter,PhyEd 700W,M1
32901,Fall,Biology 215,M3
32901,Winter,ECE 315,M1
32901,Spring,History 300,T2
32901,Winter,Mgt 337,T3
32901,Spring,Mgt 342,M1
32901,Spring,Mgt 375,T3
32901,Fall,AstroEngr 310,T1
32901,Fall,Mgt 303,T3
32901,Fall,Mgt 341,T4
32901,Winter,Mgt 345,T1
32901,Winter,OpsRsch 310,T2
32901,Winter,PhyEd 700W,M2
32901,Spring,PhyEd 700S,M4
33283,Fall,Chem 200,M3
33283,Fall,EngrMech 220,T1
33283,Fall,History 300,T4
33283,Winter,Law 221,M2
33283,Winter,Physics 110,T3
33283,Spring,Chem 100,T1
33283,Spring,English 211,M1
33283,Spring,Law 220,M3
33283,Spring,Math 142,T4
33283,Winter,MSS 251,M3
33283,Winter,PolSci 211,M1
33283,Fall,PhyEd 700F,M2
33283,Spring,PhyEd 700S,M2
31758,Spring,AeroEngr 315,T1
31758,Fall,BehSci 335,T1
31758,Spring,BehSci 440,T3
31758,Spring,OpsRsch 310,M1
31758,Winter,Philos 310,T4
31758,Fall,BehSci 332,T4
31758,Winter,BehSci 377,T3
31758,Winter,BehSci 380,T2
31758,Winter,ECE 315,M2
31758,Spring,History 300,M3
31758,Fall,PhyEd 700F,T3
31758,Winter,PhyEd 700W,M3
34712,Spring,BehSci 110,M4
34712,Winter,CompSci 110,T1
34712,Fall,English 111,T2
34712,Spring,German 132,T1
34712,Winter,Math 243,M4
34712,Fall,Physics 215,M1
34712,Winter,Chem 200,M1
34712,Fall,German 131,T1
34712,Fall,Math 152,T3
34712,Spring,Physics 110,M1
34712,Winter,PhyEd 700W,T4
34712,Spring,PhyEd 700S,T2
34610,Spring,BehSci 110,M1
34610,Spring,German 132,T1
34610,Winter,Math 142,T1
34610,Winter,Physics 110,T3
34610,Fall,Chem 100,M1
34610,Spring,English 111,T3
34610,Fall,German 131,T3
34610,Fall,History 100,M3
34610,Winter,Math 141,T2
34610,Fall,PhyEd 714F,M4
34610,Winter,PhyEd 714W,M4
34610,Spring,PhyEd 714S,M4
34610,Fall,PhyEd 718F,T4
34610,Winter,PhyEd 718W,T4
34610,Spring,PhyEd 718S,T4
32047,Winter,AeroEngr 315,T2
32047,Spring,Biology 215,M3
32047,Spring,CivEngr 362,M2
32047,Winter,ECE 311,M3
32047,Fall,Philos 310,M2
32047,Fall,CivEngr 356,T2
32047,Fall,CivEngr 361,T3
32047,Winter,CivEngr 372,M2
32047,Fall,ECE 315,M1
32047,Winter,Math 356,M1
32047,Fall,PhyEd 714F,M4
32047,Winter,PhyEd 714W,M4
32047,Spring,PhyEd 714S,M4
32047,Fall,PhyEd 718F,T4
32047,Winter,PhyEd 718W,T4
32047,Spring,PhyEd 718S,T4
31759,Spring,AeroEngr 315,M4
31759,Winter,Law 340,T2
31759,Winter,Mgt 337,T3
31759,Spring,Mgt 342,T3
31759,Spring,Mgt 375,M2
31759,Winter,AstroEngr 310,M3
31759,Fall,Mgt 303,M1
31759,Fall,Mgt 341,T4
31759,Winter,Mgt 345,T1
31759,Fall,SocSci 412,M3
31759,Fall,PhyEd 700F,M2
31759,Spring,PhyEd 700S,T4
34714,Fall,History 100,M2
34714,Spring,Law 220,M3
34714,Winter,Math 243,T3
34714,Winter,Physics 110,T1
34714,Spring,Portuguese 132,M2
34714,Spring,BehSci 110,T2
34714,Fall,Chem 100,T1
34714,Winter,CompSci 110,M1
34714,Spring,Math 152,T1
34714,Fall,Portuguese 131,T2
34714,Fall,PhyEd 714F,M4
34714,Winter,PhyEd 714W,M4
34714,Spring,PhyEd 714S,M4
34714,Fall,PhyEd 718F,T4
34714,Winter,PhyEd 718W,T4
34714,Spring,PhyEd 718S,T4
35510,Spring,BehSci 110,M3
35510,Spring,Chem 100,M1
35510,Fall,CompSci 110,M1
35510,Winter,English 111,M2
35510,Spring,History 100,M4
35510,Fall,Math 141,T2
35510,Winter,Math 142,T1
35510,Fall,Physics 110,T3
35510,Winter,Spanish 131,M4
35510,Winter,Spanish 132,M3
35510,Fall,PhyEd 700F,T1
35510,Winter,PhyEd 700W,T3
35407,Spring,CompSci 110,T3
35407,Winter,English 111,M2
35407,Spring,German 132,M4
35407,Fall,Math 142,T4
35407,Fall,Physics 215,T1
35407,Fall,ReadStrat 103,T3
35407,Fall,UAS 200,M3
35407,Spring,BehSci 110,T4
35407,Winter,Chem 100,T3
35407,Winter,German 131,M3
35407,Winter,History 100,T1
35407,Spring,Math 141,T1
35407,Winter,PhyEd 700W,M4
35407,Spring,PhyEd 700S,T2
34715,Fall,BehSci 110,M3
34715,Winter,Chem 100,T3
34715,Winter,CompSci 110,M4
34715,Fall,English 111,T1
34715,Spring,History 100,T3
34715,Winter,Math 141,M2
34715,Spring,Math 142,M1
34715,Fall,Physics 110,M1
34715,Spring,Spanish 131,T1
34715,Winter,Spanish 132,M1
34715,Fall,PhyEd 700F,T2
34715,Spring,PhyEd 700S,M3
31760,Spring,AstroEngr 310,M4
31760,Winter,Mgt 337,T3
31760,Spring,Mgt 342,M2
31760,Spring,Mgt 361,M1
31760,Winter,SocSci 412,T1
31760,Spring,AeroEngr 315,M3
31760,Fall,ECE 315,T2
31760,Fall,Mgt 303,M3
31760,Fall,Mgt 341,T3
31760,Winter,Mgt 345,M1
31760,Fall,PhyEd 700F,M1
31760,Winter,PhyEd 700W,M3
33285,Winter,Chem 200,T3
33285,Winter,History 300,T2
33285,Fall,OpsRsch 310,M2
33285,Winter,PolSci 211,M2
33285,Fall,English 211,T3
33285,Spring,Law 220,M1
33285,Fall,MSS 251,M3
33285,Spring,Philos 310,T3
33285,Spring,Physics 110,T1
33285,Fall,PhyEd 714F,M4
33285,Winter,PhyEd 714W,M4
33285,Spring,PhyEd 714S,M4
33285,Fall,PhyEd 718F,T4
33285,Winter,PhyEd 718W,T4
33285,Spring,PhyEd 718S,T4
32048,Spring,AeroEngr 315,M2
32048,,French 322,
32048,Winter,History 332,T2
32048,Spring,History 345,T3
32048,Winter,History 352,T3
32048,Fall,Math 300,T1
32048,Winter,Biology 215,M3
32048,Fall,ECE 315,T2
32048,Fall,French 321,M2
32048,Fall,Geo 310,M1
32048,Fall,History 344,M3
32048,Spring,History 351,M3
32048,Winter,PhyEd 700W,T4
32048,Spring,PhyEd 700S,M1
35408,Fall,BehSci 110,M2
35408,Winter,CompSci 110,M2
35408,Fall,French 132,T3
35408,Spring,Math 142,T3
35408,Winter,Physics 110,T3
35408,Spring,Chem 100,M3
35408,Winter,English 111,M3
35408,Winter,French 131,M1
35408,Spring,History 100,M1
35408,Fall,Math 141,M3
35408,Fall,ReadStrat 103,T2
35408,Fall,PhyEd 700F,T1
35408,Spring,PhyEd 700S,M2
32678,Spring,Biology 215,T3
32678,Fall,ECE 315,T3
32678,Winter,Mgt 337,T1
32678,Spring,Mgt 342,T2
32678,Spring,Mgt 375,M2
32678,Winter,AeroEngr 315,M2
32678,Fall,Mgt 303,M1
32678,Fall,Mgt 341,T4
32678,Winter,Mgt 345,T3
32678,Winter,Mgt 382,T2
32678,Fall,PhyEd 700F,T2
32678,Winter,PhyEd 700W,M4
33287,Fall,EngrMech 220,T2
33287,Spring,History 300,T2
33287,Spring,Math 300,M3
33287,Winter,Philos 310,M3
33287,Fall,Physics 215,T3
33287,Spring,Econ 201,M2
33287,Winter,English 211,M2
33287,Fall,Law 220,M2
33287,Winter,MSS 251,T1
33287,Fall,PolSci 211,M3
33287,Fall,PhyEd 714F,M4
33287,Winter,PhyEd 714W,M4
33287,Spring,PhyEd 714S,M4
33287,Fall,PhyEd 718F,T4
33287,Winter,PhyEd 718W,T4
33287,Spring,PhyEd 718S,T4
35282,Fall,BehSci 110,M4
35282,Fall,CompSci 110,M3
35282,Winter,Math 245,T3
35282,Spring,Physics 215,T1
35282,Spring,Spanish 322,M2
35282,Winter,Chem 100,T1
35282,Spring,History 100,M4
35282,Winter,Math 253,M3
35282,Fall,Physics 110,M1
35282,Fall,Spanish 321FR,T2
35282,Winter,PhyEd 700W,M1
35282,Spring,PhyEd 700S,M3
31762,Spring,AeroEngr 315,T1
31762,Fall,Biology 215,T3
31762,Winter,Mgt 337,M2
31762,Spring,Mgt 342,T2
31762,Spring,Mgt 375,M3
31762,Winter,ECE 315,T3
31762,Fall,Mgt 303,M1
31762,Fall,Mgt 341,T1
31762,Winter,Mgt 345,T1
31762,Winter,Mgt 382,M3
31762,Fall,PhyEd 714F,M4
31762,Winter,PhyEd 714W,M4
31762,Spring,PhyEd 714S,M4
31762,Fall,PhyEd 718F,T4
31762,Winter,PhyEd 718W,T4
31762,Spring,PhyEd 718S,T4
31763,Spring,CompSci 483,M2
31763,Spring,ECE 383,T1
31763,Winter,Math 340,T2
31763,Winter,OpsRsch 310,M2
31763,Spring,PolSci 211,M1
31763,Winter,Biology 215,T1
31763,Fall,ECE 321,T3
31763,Winter,ECE 382,M3
31763,Fall,History 300,M1
31763,Fall,Math 356,T1
31763,Fall,PhyEd 700F,T2
31763,Spring,PhyEd 700S,M4
32902,Winter,ECE 315,M2
32902,Spring,Geo 340,M3
32902,Spring,Geo 353,T3
32902,Spring,Geo 482,T1
32902,Winter,Meteor 320,M3
32902,Spring,AeroEngr 315,M2
32902,Fall,Biology 215,T3
32902,Fall,Geo 351,T2
32902,Winter,Geo 382,T3
32902,Winter,Philos 310,T2
32902,Fall,PhyEd 700F,T1
32902,Winter,PhyEd 700W,M4
33288,Spring,EngrMech 220,M3
33288,Winter,History 300,M3
33288,Fall,Math 300,T1
33288,Winter,OpsRsch 310,M2
33288,Fall,Philos 310,T3
33288,Spring,PolSci 211,M1
33288,Winter,Chem 200,T1
33288,Fall,English 211,M3
33288,Winter,Law 220,M1
33288,Fall,MSS 251,M1
33288,Spring,Physics 110,T1
33288,Fall,PhyEd 714F,M4
33288,Winter,PhyEd 714W,M4
33288,Spring,PhyEd 714S,M4
33288,Fall,PhyEd 718F,T4
33288,Winter,PhyEd 718W,T4
33288,Spring,PhyEd 718S,T4
31764,Fall,AeroEngr 315,M3
31764,Spring,BehSci 390,M2
31764,Spring,BehSci 495,M3
31764,Spring,Biology 215,M1
31764,Winter,Philos 310,T3
31764,Fall,Russian 322,T2
31764,Fall,BehSci 332,T4
31764,Fall,BehSci 335,T1
31764,Winter,BehSci 358,M4
31764,Winter,BehSci 364,T4
31764,Fall,ECE 315,M1
31764,Winter,Russian 321,M3
31764,Winter,PhyEd 700W,T2
31764,Spring,PhyEd 700S,T2
35283,Winter,Chem 100,M3
35283,Spring,English 111,M4
35283,Fall,Math 243,T3
35283,Spring,Physics 110,T1
35283,Winter,Spanish 132,M1
35283,Fall,BehSci 110,M1
35283,Winter,CompSci 110,M2
35283,Winter,History 100,T2
35283,Fall,Math 152,T2
35283,Fall,Spanish 131,T1
35283,Fall,PhyEd 700F,M4
35283,Spring,PhyEd 700S,M3
32049,Winter,AeroEngr 315,M2
32049,Fall,Geo 310,T2
32049,Spring,PolSci 302,T1
32049,Winter,PolSci 390,M3
32049,Spring,PolSci 392,M3
32049,Spring,Biology 215,M1
32049,Fall,ECE 315,T3
32049,Winter,Math 300,T4
32049,Fall,PolSci 300,T1
32049,Winter,PolSci 301,T2
32049,Spring,PolSci 462,M2
32049,Fall,PhyEd 700F,M4
32049,Winter,PhyEd 700W,T3
34716,Fall,Chem 100,M3
34716,Winter,ECE 210,M3
34716,Spring,French 132,M3
34716,Fall,Math 142,T3
34716,Winter,Physics 110,T1
34716,Spring,PolSci 211,T4
34716,Winter,BehSci 110,T3
34716,Spring,CompSci 110,T2
34716,Fall,French 131,T2
34716,Fall,History 100,T1
34716,Spring,Math 141,M4
34716,Winter,PhyEd 700W,T2
34716,Spring,PhyEd 700S,T3
34717,Winter,Chem 100,M1
34717,Spring,French 132,T1
34717,Spring,History 100,M4
34717,Spring,Math 142,M2
34717,Fall,Physics 110,M1
34717,Fall,BehSci 110,T1
34717,Winter,CompSci 110,M3
34717,Winter,English 111,M4
34717,Winter,French 131,M2
34717,Fall,Math 141,M4
34717,Fall,PhyEd 700F,T4
34717,Spring,PhyEd 700S,M3
33289,Spring,AeroEngr 241,M2
33289,Spring,AeroEngr 495,M3
33289,Winter,EngrMech 330,T4
33289,Winter,Law 220,M2
33289,Fall,MSS 251,M3
33289,Winter,AeroEngr 210,T3
33289,Spring,Chem 200,T3
33289,Fall,CompSci 206,M2
33289,Spring,English 211,T1
33289,Fall,EngrMech 220,T2
33289,Winter,Math 245,M1
33289,Winter,PolSci 211,M3
33289,Fall,PhyEd 700F,T1
33289,Winter,PhyEd 700W,T2
32050,Fall,AstroEngr 310,T4
32050,Spring,CompSci 364,T3
32050,Spring,CompSci 380,T2
32050,Spring,CompSci 483,M2
32050,Winter,Japanese 322,M2
32050,Winter,Philos 310,M1
32050,Winter,Biology 215,T3
32050,Fall,CompSci 330,M2
32050,Fall,CompSci 350,M3
32050,Spring,CompSci 467,M3
32050,Fall,ECE 315,T2
32050,Fall,Japanese 321,T3
32050,Winter,PhyEd 700W,M4
32050,Spring,PhyEd 700S,T4
